"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"58002","Camptonville Fire Department","PO Box 37",,"Camptonville","CA","95922-0037",,,"PO Box 37","Camptonville","CA","95922-0037","530-288-0207",,"115","Volunteer",,,"2","0","20","0","0","2","No"
"25020","Canby Volunteer Fire Department","Main ST","PO Box 313","Canby","CA","96015-0313",,,"PO Box 313","Canby","CA","96015-0313","530-233-9233",,"049","Volunteer",,,"1","0","18","0","0","1",
"33017","Canyon Lake Fire Service","28730 Vacation DR",,"Canyon Lake","CA","92587","28730 Vacation DR",,,"Canyon Lake","CA","92587","951-244-5804","951-244-0953","065","Mostly volunteer",,,"1","6","10","13","0","8",
"52015","Capay Fire Protection District","50 4TH AVE",,"Orland","CA","95963-9512","50 4TH AVE",,,"Orland","CA","95963-9512","530-865-1363",,"021","Volunteer",,,"1","0","22","0","0","0","No"
"57010","Capay Valley Fire Protection District","7447 State HWY 16",,"Guinda","CA","95637",,,"PO Box 6","Brooks","CA","95606-0006","530-796-3300",,"113","Volunteer",,,"3","0","0","19","1","0",
"12035","Carlotta Volunteer Fire Department","7950 State Highway 36",,"Carlotta","CA","95528",,,"PO Box 33","Carlotta","CA","95528-0033","707-768-1714",,"023","Volunteer",,,"2","0","15","0","0","0","Yes"
"37025","Carlsbad Fire Department","2560 Orion WAY",,"Carlsbad","CA","92010-7240","2560 Orion WAY",,,"Carlsbad","CA","92010-7240","760-931-2141","760-929-0256","073","Career",,"https://cityadmin.carlsbadca.gov/services/depts/fire/contact.asp","6","81","0","0","19","0","Yes"
"27010","Carmel Highlands Fire Protection District","2221 Garden RD",,"Monterey","CA","93940-5317","2221 Garden RD",,,"Monterey","CA","93940-5317","831-333-4600","831-333-2660","053","Career",,"https://www.carmelhighlandsfire.org","1","7","0","0","0","0","Yes"
"27020","Carmel Valley Fire Protection District","8455 Carmel Valley  RD",,"Carmel","CA","93923","8455 Carmel Valley  RD",,,"Carmel","CA","93923","831-624-5907","831-625-2941","053","Mostly volunteer",,"https://www.carmelvalleyfire.com","3","20","60","0","5","0",
"27015","Carmel-by-the-Sea Fire Department","S Sixth AVE","PO Box 6418","Carmel","CA","93921","S Sixth AVE",,"PO Box 6418","Carmel","CA","93921-6418","831-620-2030","831-620-2034","053","Mostly volunteer",,"https://www.carmelfiredepartment.com/","1","7","0","12","1","0",
"42005","Carpinteria-Summerland Fire Protection District","1140 Eugenia Place STE A",,"Carpinteria","CA","93013-2084","1140 Eugenia Place STE A",,,"Carpinteria","CA","93013-2084","805-684-4591","805-684-8242","083","Career",,"www.carpfire.com/","2","27","0","0","6","0","Yes"
"45905","Cassel Volunteer Fire Department (Shasta County Fire)","PO Box 177",,"Cassel","CA","96016",,"PO Box 177",,"Cassel","CA","96016","530-335-3074","530-335-5882","089","Volunteer",,,"1","0","9","0","0","0",
"45025","Castella Fire Protection District","29382 Main ST",,"Castella","CA","96017",,,"PO Box 130","Castella","CA","96017-0130","530-235-4581","530-235-0456","089","Volunteer",,,"2","0","25","0","1","0","Yes"
"33018","Cathedral City Fire Department","32100 Desert Vista RD",,"Cathedral City","CA","92234","32100 Desert Vista RD",,,"Cathedral City","CA","92234-4225","760-770-8200","760-328-3902","065","Career",,"https://www.cathedralcityfire.org/main.htm","3","41","0","0","9","0","Yes"
"40025","Cayucos Fire Protection District","201 Cayucos DR",,"Cayucos","CA","93430",,,"PO Box 707","Cayucos","CA","93430-0707","805-995-3372","805-995-0953","079","Mostly volunteer",,,"1","3","0","14","1","0","No"
"49035","Cazadero Volunteer Fire Department","5985 Cazadero Highway",,"Cazadero","CA","95421-0508","5985 Cazadero Highway",,"PO Box 508","Cazadero","CA","95421-0508","707-632-5390",,"097","Volunteer",,,"2","0","20","0","0","0",
,"CDF Fire- Julian Battalion","1587 HWY 78",,"Julian","CA","92036","1587 HWY 78",,,"Julian","CA","92036","760-765-0051","760-765-0559","073","Mostly volunteer",,"https://www.fire.ca.gov/","2","9","0","12","1","0",
"12555","CDF Humboldt / Del Norte Unit","118 Fortuna BLVD",,"Fortuna","CA","95540","118 Fortuna BLVD",,,"Fortuna","CA","95540","707-725-4413","707-726-1240","023","Career",,"https://www.fire.ca.gov","16","205","0","0","12","0",
"43907","CDF Santa Clara","15670 Monterey ST",,"Morgan Hill","CA","95037-5431","15670 Monterey ST",,,"Morgan Hill","CA","95037-5431","408-779-2121","408-779-1679","085","Career",,,"12","55","0","0","0","2",
"52555","CDF-Tehama/Glenn Unit","604 Antelope BLVD",,"Red Bluff","CA","96080","604 Antelope BLVD",,,"Red Bluff","CA","96080","530-528-5199","530-529-8538","103","Career",,,"8","100","0","0","11","99",
"25025","Cedarville Fire Protection District","461 Main ST","PO Box 39","Cedarville","CA","96104-0039","461 Main ST",,"PO Box 39","Cedarville","CA","96104-0039","530-279-2354",,"049","Volunteer",,,"1","0","16","0","0","0",
"45910","Centerville Volunteer Fire Company","8930 Placer RD",,"Redding","CA","96001-9719","8930 Placer RD",,,"Redding","CA","96001-9719","530-246-1168","530-246-1168","089","Volunteer",,,"1","0","22","0","0","3",
"05060","Central Calaveras Fire & Rescue Protection District","19927 Jesus Maria RD","PO Box 2","Mountain Ranch","CA","95246-0002",,,"PO Box 2","Mountain Ranch","CA","95246-0002","209-754-4330","209-754-3906","009","Mostly volunteer",,"https://www.centralcalaverasfire.org","5","3","15","18","1","2",
"20415","Central California Women's Facility Valley State Prison for Women Fire Department","23370 Road 22",,"Chowchilla","CA","93610",,,"PO Box 1501","Chowchilla","CA","93610-1501","559-665-5531","559-665-8107","039","Career",,,"1","16","0","0","1","0","No"
"41556","Central County Fire Department","1399 Rollins RD",,"Burlingame","CA","94010-2409","1399 Rollins RD",,,"Burlingame","CA","94010-2409","650-558-7600","650-344-9950","081","Career",,"https://www.ccfdonline.org/","6","84","0","0","4","0","Yes"
"44065","Central Fire Protection District of Santa Cruz County","930 17TH AVE",,"Santa Cruz","CA","95062-4125","930 17TH AVE",,,"Santa Cruz","CA","95062-4125","831-479-6842","831-479-6848","087","Mostly career",,"https://www.centralfpd.com/","6","57","0","20","14","0","No"
"50005","Ceres Fire Department","2755 3RD ST",,"Ceres","CA","95307-3219","2755 3RD ST",,,"Ceres","CA","95307-3219","209-538-5701","209-538-5681","099","Career",,"https://www.ci.ceres.ca.us/173/Fire","3","31","0","0","1","0","Yes"
"26012","Chalfant Valley Fire Department","215 Valley RD",,"Chalfant Valley","CA","93514","215 Valley RD",,,"Chalfant Valley","CA","93514","760-873-5402",,"051","Volunteer",,,"1","0","16","0","0","0",
"32010","Chester Fire Department","251 Chester Airport RD","PO Box 177","Chester","CA","96020",,,"PO Box 177","Chester","CA","96020-0177","530-258-3456","530-258-2064","063","Mostly volunteer",,,"1","8","4","8","1","0","Yes"
"19908","Chevron Fire Department","841 Chevron WAY","PO Box 1272","Richmond","CA","94802-0272","841 Chevron WAY",,"PO Box 1272","Richmond","CA","94802-0272","510-242-4200","510-242-5853","013","Mostly volunteer",,,"1","30","60","0","0","0",
"36058","Chino Valley Independent Fire District","14011 City Center DR",,"Chino Hills","CA","91709-5442","14011 City Center DR",,,"Chino Hills","CA","91709-5442","909-902-5260",,"071","Career",,"https://chinovalleyfire.org/","7","105","0","0","27","15","No"
"20005","Chowchilla Fire Department","240 N 1ST ST",,"Chowchilla","CA","93610-2951","240 N 1ST ST",,,"Chowchilla","CA","93610-2951","559-665-8626","559-665-8627","039","Mostly volunteer",,"https://www.cityofchowchilla.org/168/Fire-Department","1","2","25","0","0","0","Yes"
"33415","Chuckawalla/Ironwood Fire Department","19025 Wiley's Well RD",,"Blythe","CA","92225",,,"PO Box 2289","Blythe","CA","92226-2289","760-922-5300","760-922-9766","065","Mostly volunteer",,,"27","6","0","12","2","0","Yes"
"37030","Chula Vista Fire Department","276 4TH AVE BLDG C",,"Chula Vista","CA","91910-2631","276 4TH AVE BLDG C",,,"Chula Vista","CA","91910-2631","619-691-5055","619-691-5204","073","Career",,"https://www.chulavistaca.gov/","9","116","0","0","22","0","Yes"
"01005","City of Alameda Fire Department","1300 Park ST",,"Alameda","CA","94501-4508","1300 Park ST",,,"Alameda","CA","94501-4508","510-337-2100","510-521-7851","001","Career",,"https://www.alamedaca.gov/Departments/Fire-Department","4","110","0","0","10","73","Yes"
"25010","City of Alturas Fire Department","103 S Howard ST",,"Alturas","CA","96101","103 S Howard ST",,,"Alturas","CA","96101-3927","530-233-4500","530-233-3559","049","Mostly volunteer",,,"1","1","40","0","0","0","No"
"13005","City of Brawley Fire Department","1505 Jones ST",,"Brawley","CA","92227-1700","1505 Jones ST",,,"Brawley","CA","92227-1700","760-351-9110","760-351-9456","025","Mostly volunteer",,,"2","17","0","25","0","0","Yes"
"19030","City of Burbank Fire Department","311 E Orange Grove AVE",,"Burbank","CA","91502-1221","311 E Orange Grove AVE",,,"Burbank","CA","91502-1221","818-238-3473","818-238-3479","037","Career",,"https://burbankfire.us/","6","120","0","0","16","0","Yes"
"04010","City of Chico Fire Department","411 Main ST",,"Chico","CA","95928",,,"PO Box 3420","Chico","CA","95927-3420","530-897-3400","530-895-4825","007","Mostly career",,"http://www.chico.ca.us/fire/home_page.asp","5","57","6","0","2","0","Yes"
"36065","City of Colton Fire Department","303 E 'E' ST",,"COLTON","CA","92324-2854","303 E 'E' ST",,,"Colton","CA","92324-2854","909-370-5100","909-370-6146","071","Career",,"https://www.coltonfire.com/index.cfm?section=1","4","40","0","0","2","2","Yes"
"57025","City of Davis Fire Department","530 5TH ST",,"Davis","CA","95616-4109","530 5TH ST",,,"Davis","CA","95616-4109","530-757-5684","530-757-5685","113","Career",,"https://cityofdavis.org/fire/","3","50","0","0","2","0","Yes"
"54010","City of Dinuba Fire Department","420 E Tulare ST",,"Dinuba","CA","93618","420 E Tulare ST",,,"Dinuba","CA","93618-2309","559-591-5931","559-591-5934","107","Mostly career",,"https://www.dinuba.org/index.php/residents/emergency-services/fire-department","1","26","0","20","2","0","Yes"
"19055","City of Downey Fire Department","11111 Brookshire AVE","PO Box 7016","Downey","CA","90241",,,"PO Box 7016","Downey","CA","90241-7016","562-904-7344","562-869-3994","037","Mostly career",,"https://www.downeyca.org/our-city/departments/fire","4","68","4","0","40","25","Yes"
"54005","City of Farmersville Fire Department","909 W Visalia RD",,"Farmersville","CA","93223-1843","909 W Visalia RD",,,"Farmersville","CA","93223-1843","559-747-0791","559-747-5310","107","Mostly volunteer",,"https://www.cityoffarmersville-ca.gov/154/Fire-Department","1","3","0","26","1","3","Yes"
"56005","City of Fillmore Fire Department","250 Central AVE",,"Fillmore","CA","93015-1907","250 Central AVE",,,"Fillmore","CA","93015-1907","805-524-1500","805-524-5707","111","Mostly volunteer",,,"1","7","70","0","0","0","Yes"
"10020","City of Firebaugh Fire Department","1575 Eleventh ST",,"Firebaugh","CA","93622","1133 P ST",,,"Firebaugh","CA","93622-2230","559-659-2061","559-659-4242","019","Mostly volunteer",,,"1","1","22","0","0","0","Yes"
"30025","City of Fountain Valley Fire Department","10200 Slater AVE",,"Fountain Valley","CA","92708-4736","10200 Slater AVE",,,"Fountain Valley","CA","92708-4736","714-593-4436","714-593-4508","059","Mostly career",,,"2","40","8","0","3","8","Yes"
"10030","City of Fresno Fire Department","911 H ST",,"Fresno","CA","93721-2510","911 H ST",,,"Fresno","CA","93721-2510","559-621-4000","559-498-4261","019","Career",,"https://www.fresno.gov/fire/","20","284","0","0","66","0","Yes"
"42010","City of Guadalupe Fire Department","918 Obispo ST",,"Guadalupe","CA","93434",,,"PO Box 908","Guadalupe","CA","93434-0908","805-356-3905","805-343-0362","083","Mostly volunteer",,,"1","4","2","14","0","0","Yes"
"33040","City of Hemet Fire Department","510 E Florida AVE",,"Hemet","CA","92543","510 E Florida AVE",,,"Hemet","CA","92543-4334","951-765-2450","951-765-3170","065","Career",,"https://www.cityofhemet.org/","4","47","0","0","2","0","Yes"
"03010","City of Ione Fire Department","600 Preston AVE",,"Ione","CA","95640-9717","600 Preston AVE",,,"Ione","CA","95640-9717","209-332-0859","209-274-0884","005","Mostly volunteer",,"http://www.ione-ca.com/services/type/fire-department","2","4","0","35","0","12","Yes"
"30050","City of La Habra Fire Department","201 E La Habra  BLVD","850 W La Labra Blvd","La Habra","CA","90631","201 E La Habra  BLVD","850 W La Labra Blvd",,"La Habra","CA","90631","563-905-9894","562-905-9643","059","Career",,,"3","37","0","0","3","0",
"31050","City of Lincoln Fire Department","126 Joiner PKWY",,"Lincoln","CA","95648-2359","126 Joiner PKWY",,,"Lincoln","CA","95648-2359","916-645-4040","916-434-9568","061","Mostly career",,"http://www.lincolnca.gov/","3","20","2","8","0","21","Yes"
"46010","City of Loyalton Fire Department","206 Front ST","PO Box 128","Loyalton","CA","96118-0128",,,"PO Box 128","Loyalton","CA","96118-0128","530-993-6751","530-993-6752","091","Volunteer",,,"2","0","27","0","0","4",
"24030","City of Merced Fire Department","99 E 16TH ST",,"Merced","CA","95340","99 E 16TH ST",,,"Merced","CA","95340-5020","209-385-6891","209-385-6870","047","Career",,"https://www.cityofmerced.org/departments/fire","5","63","0","0","3","0","Yes"
"28010","City of Napa Fire Department","1539 1ST ST",,"Napa","CA","94559",,,"PO Box 660","Napa","CA","94559-0660","707-257-9593","707-258-7816","055","Mostly career",,"https://www.cityofnapa.org/","5","65","0","4","13","0","Yes"
"50080","City of Newman Fire Department","1162 N ST",,"Newman","CA","95360-1248","1162 N ST",,,"Newman","CA","95360-1248","209-862-1716","209-862-3525","099","Mostly volunteer",,"http://www.cityofnewman.com/","1","1","0","25","0","2","Yes"
"33060","City of Norco Fire Department","3367 Corydon AVE","","Norco","CA","92860","3367 Corydon AVE","","PO Box ","Norco","CA","92860","951-737-8097","951-734-8531","065","Career",,"","2","26","0","0","3","0",
"43060","City of Palo Alto Fire Department","250 Hamilton AVE",,"Palo Alto","CA","94301-2531","250 Hamilton AVE",,,"Palo Alto","CA","94301-2531","650-329-2184","650-327-6951","085","Career",,"https://www.cityofpaloalto.org/gov/depts/fir/","8","96","0","0","6","0","No"
"40055","City of Pismo Beach Fire Department","760 Mattie RD",,"Pismo Beach","CA","93449","760 Mattie RD",,,"Pismo Beach","CA","93449","805-773-7031","805-773-7035","079","Mostly volunteer",,"https://Pismo Beach. org","2","6","0","15","1","0",
"52020","City of Red Bluff Fire Department","555 Washington ST",,"Red Bluff","CA","96080","555 Washington ST",,,"Red Bluff","CA","96080-3433","530-527-1126","530-529-4768","103","Mostly volunteer",,"https://www.rbfd.org/","1","11","0","18","0","3","No"
"36180","City of Redlands Fire Department","35 Cajon ST STE 12",,"Redlands","CA","92373",,,"PO Box 3005","Redlands","CA","92373-1505","909-798-7600","909-798-7602","071","Mostly career",,"https://www.cityofredlands.org/","4","54","6","0","4","0","Yes"
"33075","City of Riverside Fire Department","3401 University AVE",,"Riverside","CA","92501-3326","3401 University AVE",,,"Riverside","CA","92501-3326","951-826-5321","951-826-5585","065","Career",,"https://www.riversideca.gov/","14","225","0","0","22","0","Yes"
"31080","City of Rocklin Fire Department","4060 Rocklin RD",,"Rocklin","CA","95677-2722","4060 Rocklin RD",,,"Rocklin","CA","95677-2722","916-625-5300",,"061","Career",,"https://www.rocklin.ca.us/","3","37","0","0","3","1","Yes"
"31085","City of Roseville Fire Department","401 Oak ST STE 402",,"Roseville","CA","95678","401 Oak ST STE 402",,,"Roseville","CA","95678-2655","916-774-5800","916-774-5810","061","Career",,"https://www.roseville.ca.us/","8","111","0","0","8","0","Yes"
"36195","City of San Bernardino Fire Department","200 E 3RD ST",,"San Bernardino","CA","92410","200 E 3RD ST",,,"San Bernardino","CA","92410-4804","909-384-5286","909-384-5281","071","Career",,"https://www.ci.san-bernardino.ca.us/","11","121","0","0","36","0","Yes"
"37140","City of San Diego Fire-Rescue Department","1010 2ND AVE STE 400",,"San Diego","CA","92101-4970","1010 2ND AVE STE 400",,,"San Diego","CA","92101-4970","619-533-4300","619-544-9351","073","Career",,"https://www.sandiego.gov/fire/index.shtml","47","863","0","0","206","0","No"
"10140","City of San Joaquin/ Fresno County Fire District","25101 W Morton RD",,"Tranquillity","CA","93668","25101 W Morton RD",,,"Tranquillity","CA","93668","559-698-5500","559-698-5562","019","Volunteer",,"https://www.CDFFresno.com","1","0","0","10","0","0",
"56015","City of Santa Paula Fire Department","200 S 10TH ST","PO Box 569","Santa Paula","CA","93061",,,"PO Box 569","Santa Paula","CA","93061-0569","805-933-4225","805-525-6660","111","Mostly volunteer",,"https://www.ci.santa-paula.ca.us/fire/","2","18","35","0","8","1","Yes"
"27080","City of Seaside Fire Department","1635 Broadway AVE",,"Seaside","CA","93955-5161","1635 Broadway AVE",,,"Seaside","CA","93955-5161","831-899-6790","831-899-6261","053","Mostly career",,"https://www.ci.seaside.ca.us/fire_department.html","1","25","8","1","1","0","Yes"
"27090","City of Soledad Fire Department","2221 Garden RD",,"Monterey","CA","93940-5317","2221 Garden RD",,,"Monterey","CA","93940-5317","831-333-4600","831-333-2660","053","Career",,"https://www.cityofsoledad.com/","1","5","0","0","0","0","Yes"
"55020","City of Sonora Fire Department","201 S Shepherd ST",,"Sonora","CA","95370-4754","201 S Shepherd ST",,,"Sonora","CA","95370-4754","209-532-7432","209-532-5936","109","Mostly volunteer",,"https://www.sonorafire.com/","1","7","3","8","2","0","Yes"
